PassengerId,Survived,Age,SibSp,Parch,Fare,CabinKnown,FamilySize,IsAlone,TicketGroupSize,FarePerPerson,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown
38,0,-0.5898133982915983,-0.4604992586639336,-0.4462001942704374,-0.689987480624827,0,-0.5363369093530302,1,-0.527716387139349,-0.5114694713442193,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
39,0,-0.8131841486105947,1.3302124757229636,-0.4462001942704374,-0.21196193214671727,0,0.7052385879890675,0,0.21427410350288992,-0.4356027643257329,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
40,1,-1.1110118157025899,0.4348566085295151,-0.4462001942704374,-0.5366493757929092,0,0.08445083931801861,0,0.21427410350288992,-0.7054606411904892,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41,0,0.8248680203953792,0.4348566085295151,-0.4462001942704374,-0.6215265352397711,0,0.08445083931801861,0,-0.527716387139349,-0.3976694108164897,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
42,0,-0.14307189765360537,0.4348566085295151,-0.4462001942704374,-0.06783362607291533,0,0.08445083931801861,0,0.21427410350288992,-0.31581322692812275,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
43,0,-0.21752881442660418,-0.4604992586639336,-0.4462001942704374,-0.6973956755570203,0,-0.5363369093530302,1,-0.527716387139349,-0.5237838357886936,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
44,1,-1.930037900205577,0.4348566085295151,2.1061258316587543,0.9208481193784128,0,1.3260263366601164,0,0.9562645941451289,-0.04750595907523563,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
45,1,-0.7387272318375959,-0.4604992586639336,-0.4462001942704374,-0.6981931855172954,0,-0.5363369093530302,1,-0.527716387139349,-0.5251095066692272,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
46,0,-0.21752881442660418,-0.4604992586639336,-0.4462001942704374,-0.689987480624827,0,-0.5363369093530302,1,-0.527716387139349,-0.5114694713442193,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
47,0,-0.21752881442660418,0.4348566085295151,-0.4462001942704374,-0.33206885387488555,0,0.08445083931801861,0,-0.527716387139349,0.08348523106391109,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48,1,-0.8131841486105947,-0.4604992586639336,-0.4462001942704374,-0.7044003112322071,0,-0.5363369093530302,1,-0.527716387139349,-0.5354273788237414,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49,0,-0.21752881442660418,1.3302124757229636,-0.4462001942704374,-0.03520297757780651,0,0.7052385879890675,0,-0.527716387139349,0.5769542373887863,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
50,0,-0.8131841486105947,0.4348566085295151,-0.4462001942704374,-0.2215704858849707,0,0.08445083931801861,0,0.21427410350288992,-0.44358873348557354,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
51,0,-1.6322102331135817,3.120924210109861,0.8299628186941583,0.8299656138451424,0,2.567601834002214,0,3.1822360660718454,-0.6261014036594325,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52,0,-0.5898133982915983,-0.4604992586639336,-0.4462001942704374,-0.7019981727976438,0,-0.5363369093530302,1,-0.527716387139349,-0.531434394243821,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,1,1.4949802713523686,0.4348566085295151,-0.4462001942704374,2.6095514388764594,1,0.08445083931801861,0,0.9562645941451289,0.8881834274860972,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
54,1,0.005841935892392266,0.4348566085295151,-0.4462001942704374,0.17238021738342119,0,0.08445083931801861,0,-0.527716387139349,0.9220119928471822,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
55,0,2.68629093972035,-0.4604992586639336,0.8299628186941583,1.9009206006802657,1,0.08445083931801861,0,-0.527716387139349,3.795299808804579,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
56,1,0.8248680203953792,-0.4604992586639336,-0.4462001942704374,0.6287865199504606,1,-0.5363369093530302,1,-0.527716387139349,1.6806790630320465,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
57,1,-0.5898133982915983,-0.4604992586639336,-0.4462001942704374,-0.5722826973312221,0,-0.5363369093530302,1,-0.527716387139349,-0.31581322692812275,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
58,0,-0.031386522494107144,-0.4604992586639336,-0.4462001942704374,-0.7294209851666192,0,-0.5363369093530302,1,-0.527716387139349,-0.5770183062081916,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
59,1,-1.7811240666595793,0.4348566085295151,2.1061258316587543,0.256455062593139,0,1.3260263366601164,0,0.9562645941451289,-0.4156378414261312,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
60,0,-1.3343825660215864,4.0162800773033105,2.1061258316587543,1.176474083030908,0,3.809177331344312,0,3.1822360660718454,-0.5301033993838477,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
61,0,-0.5153564815185995,-0.4604992586639336,-0.4462001942704374,-0.7294209851666192,0,-0.5363369093530302,1,-0.527716387139349,-0.5770183062081916,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
62,1,0.6759541868493816,-0.4604992586639336,-0.4462001942704374,2.766689726711856,1,-0.5363369093530302,1,0.21427410350288992,2.040047675224877,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
63,0,1.1971526042603733,0.4348566085295151,-0.4462001942704374,2.93363834791401,1,0.08445083931801861,0,0.21427410350288992,2.1788038893771087,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
64,0,-1.855580983432578,2.225568342916412,2.1061258316587543,0.26366147789682903,0,2.567601834002214,0,3.1822360660718454,-0.7829924227788023,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
65,0,0.8248680203953792,-0.4604992586639336,-0.4462001942704374,0.255052213747354,0,-0.5363369093530302,1,-0.527716387139349,1.0594345501497207,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
66,1,-1.855580983432578,0.4348566085295151,0.8299628186941583,-0.34428132567620573,0,0.7052385879890675,0,0.21427410350288992,-0.5455775456258989,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
67,1,0.005841935892392266,-0.4604992586639336,-0.4462001942704374,-0.5722826973312221,1,-0.5363369093530302,1,-0.527716387139349,-0.31581322692812275,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
68,0,-0.7387272318375959,-0.4604992586639336,-0.4462001942704374,-0.6847844487755627,0,-0.5363369093530302,1,-0.527716387139349,-0.5028206667441119,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
69,1,-0.8876410653835936,3.120924210109861,2.1061258316587543,-0.6959928267112353,0,3.188389582673263,0,-0.527716387139349,-0.5214519327940202,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
70,0,-0.21752881442660418,1.3302124757229636,-0.4462001942704374,-0.6605612848014257,0,0.7052385879890675,0,-0.527716387139349,-0.4625554102401952,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
71,0,0.2292126862113887,-0.4604992586639336,-0.4462001942704374,-0.5722826973312221,0,-0.5363369093530302,1,-0.527716387139349,-0.31581322692812275,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
72,0,-0.9620979821565924,4.0162800773033105,2.1061258316587543,1.176474083030908,0,3.809177331344312,0,3.1822360660718454,-0.5301033993838477,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
73,0,-0.5898133982915983,-0.4604992586639336,-0.4462001942704374,2.4544117302186184,0,-0.5363369093530302,1,2.4402455754296066,0.019597477785185616,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
74,0,-0.21752881442660418,0.4348566085295151,-0.4462001942704374,-0.3823119813722129,0,0.08445083931801861,0,-0.527716387139349,-3.2034409702696945e-05,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
75,1,0.2292126862113887,-0.4604992586639336,-0.4462001942704374,1.637482882838571,0,-0.5363369093530302,1,3.924226556714084,-0.5098061080534981,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
76,0,-0.29198573119960297,-0.4604992586639336,-0.4462001942704374,-0.7092045881013339,1,-0.5363369093530302,1,-0.527716387139349,-0.543413347983582,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
77,0,-0.21752881442660418,-0.4604992586639336,-0.4462001942704374,-0.6973956755570203,0,-0.5363369093530302,1,-0.527716387139349,-0.5237838357886936,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
78,0,-0.21752881442660418,-0.4604992586639336,-0.4462001942704374,-0.689987480624827,0,-0.5363369093530302,1,-0.527716387139349,-0.5114694713442193,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
79,1,-2.0916094096029845,-0.4604992586639336,2.1061258316587543,0.31650852345722313,0,0.7052385879890675,0,0.21427410350288992,0.00362553946550432,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
80,1,0.08029885266539108,-0.4604992586639336,-0.4462001942704374,-0.47739822916596913,0,-0.5363369093530302,1,0.21427410350288992,-0.6562151623663317,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
81,0,-0.5153564815185995,-0.4604992586639336,-0.4462001942704374,-0.644346850368123,0,-0.5363369093530302,1,-0.527716387139349,-0.4356027643257329,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
82,1,0.005841935892392266,-0.4604992586639336,-0.4462001942704374,-0.6203254660224894,0,-0.5363369093530302,1,-0.527716387139349,-0.3956729185265295,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
83,1,-0.8131841486105947,-0.4604992586639336,-0.4462001942704374,-0.7025987074062846,0,-0.5363369093530302,1,-0.527716387139349,-0.5324326403888011,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
84,0,-0.06861498088060655,-0.4604992586639336,-0.4462001942704374,1.1860826367691615,0,-0.5363369093530302,1,-0.527716387139349,2.607051485573565,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
85,1,-0.8876410653835936,-0.4604992586639336,-0.4462001942704374,-0.5722826973312221,0,-0.5363369093530302,1,-0.527716387139349,-0.31581322692812275,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
86,1,0.30366960298438755,2.225568342916412,-0.4462001942704374,-0.315253884832942,0,1.3260263366601164,0,0.21427410350288992,-0.5214519327940202,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
87,0,-0.9620979821565924,0.4348566085295151,3.38228884462335,0.5747384051727848,0,1.9468140853311653,0,1.6982550847873676,-0.46804576403758563,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
88,0,-0.21752881442660418,-0.4604992586639336,-0.4462001942704374,-0.689987480624827,0,-0.5363369093530302,1,-0.527716387139349,-0.5114694713442193,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
90,0,-0.3664426479726018,-0.4604992586639336,-0.4462001942704374,-0.689987480624827,0,-0.5363369093530302,1,-0.527716387139349,-0.5114694713442193,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
91,0,0.005841935892392266,-0.4604992586639336,-0.4462001942704374,-0.689987480624827,0,-0.5363369093530302,1,-0.527716387139349,-0.5114694713442193,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
92,0,-0.6642703150645971,-0.4604992586639336,-0.4462001942704374,-0.6993942547345772,0,-0.5363369093530302,1,-0.527716387139349,-0.5271059989591874,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
93,0,1.2716095210333722,0.4348566085295151,-0.4462001942704374,1.8622846060987488,1,0.08445083931801861,0,-0.527716387139349,3.7310766448211403,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
94,0,-0.21752881442660418,0.4348566085295151,2.1061258316587543,-0.08825180276670398,0,1.3260263366601164,0,0.21427410350288992,-0.3327834113927842,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
95,0,2.239549439082357,-0.4604992586639336,-0.4462001942704374,-0.7284216955778409,0,-0.5363369093530302,1,-0.527716387139349,-0.5753572246229447,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
96,0,-0.21752881442660418,-0.4604992586639336,-0.4462001942704374,-0.689987480624827,0,-0.5363369093530302,1,-0.527716387139349,-0.5114694713442193,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
97,0,3.1330324403583427,-0.4604992586639336,-0.4462001942704374,0.5881519461913869,1,-0.5363369093530302,1,-0.527716387139349,1.6131337358781144,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
98,1,-0.4408995647456006,-0.4604992586639336,0.8299628186941583,1.9671763829823927,1,0.08445083931801861,0,-0.527716387139349,3.905434309487942,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
99,1,0.3781265197573863,-0.4604992586639336,0.8299628186941583,0.028251911309619276,0,0.08445083931801861,0,0.21427410350288992,-0.235953535329716,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
100,0,0.3781265197573863,0.4348566085295151,-0.4462001942704374,0.17238021738342119,0,0.08445083931801861,0,0.21427410350288992,-0.11616399793210583,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
101,0,-0.06861498088060655,-0.4604992586639336,-0.4462001942704374,-0.6973956755570203,0,-0.5363369093530302,1,-0.527716387139349,-0.5237838357886936,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
102,0,-0.21752881442660418,-0.4604992586639336,-0.4462001942704374,-0.6973956755570203,0,-0.5363369093530302,1,-0.527716387139349,-0.5237838357886936,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
103,0,-0.5898133982915983,-0.4604992586639336,0.8299628186941583,2.6363737166367933,1,0.08445083931801861,0,0.21427410350288992,1.9317379684945377,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
104,0,0.30366960298438755,-0.4604992586639336,-0.4462001942704374,-0.6609600397815633,0,-0.5363369093530302,1,-0.527716387139349,-0.463218245680462,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
105,0,0.6014972700763828,1.3302124757229636,-0.4462001942704374,-0.6959928267112353,0,0.7052385879890675,0,-0.527716387139349,-0.5214519327940202,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
106,0,-0.06861498088060655,-0.4604992586639336,-0.4462001942704374,-0.6973956755570203,0,-0.5363369093530302,1,-0.527716387139349,-0.5237838357886936,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
107,1,-0.5898133982915983,-0.4604992586639336,-0.4462001942704374,-0.7092045881013339,0,-0.5363369093530302,1,-0.527716387139349,-0.543413347983582,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
108,1,-0.21752881442660418,-0.4604992586639336,-0.4462001942704374,-0.7031992420149255,0,-0.5363369093530302,1,-0.527716387139349,-0.5334308865337811,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
109,0,0.6759541868493816,-0.4604992586639336,-0.4462001942704374,-0.6973956755570203,0,-0.5363369093530302,1,-0.527716387139349,-0.5237838357886936,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
110,1,-0.8131841486105947,0.4348566085295151,-0.4462001942704374,0.08350109530457661,0,0.08445083931801861,0,0.9562645941451289,-0.5114694713442194,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
111,0,1.346066437806371,-0.4604992586639336,-0.4462001942704374,1.4214922033563713,1,-0.5363369093530302,1,0.21427410350288992,0.9220119928471822,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
112,0,-1.0737833573160906,0.4348566085295151,-0.4462001942704374,-0.3823119813722129,0,0.08445083931801861,0,0.21427410350288992,-0.5771860115605483,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
113,0,-0.5153564815185995,-0.4604992586639336,-0.4462001942704374,-0.689987480624827,0,-0.5363369093530302,1,-0.527716387139349,-0.5114694713442193,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
114,0,-0.6642703150645971,0.4348566085295151,-0.4462001942704374,-0.6047115661978275,0,0.08445083931801861,0,-0.527716387139349,-0.36971851875704737,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
115,0,-0.8876410653835936,-0.4604992586639336,-0.4462001942704374,-0.3821150060205787,0,-0.5363369093530302,1,0.21427410350288992,-0.5770222991927716,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
116,0,-0.5898133982915983,-0.4604992586639336,-0.4462001942704374,-0.6959928267112353,0,-0.5363369093530302,1,-0.527716387139349,-0.5214519327940202,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
117,0,3.0958039819718435,-0.4604992586639336,-0.4462001942704374,-0.7044003112322071,0,-0.5363369093530302,1,-0.527716387139349,-0.5354273788237414,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
